genome	taxonomy
logan2_2019_sw_WHONDRS-S19S_0098_B_bin.3.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__JAAFJT01; s__logan2_2019_sw_WHONDRS-S19S_0098_B_bin.3
logan2_2019_sw_WHONDRS-S19S_0098_B_bin.31.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Luteolibacter; s__logan2_2019_sw_WHONDRS-S19S_0098_B_bin.31
lowercolorado_2019_sw_WHONDRS-S19S_0063_B_bin.10.fa	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__Limnocylindraceae; g__Limnocylindrus; s__lowercolorado_2019_sw_WHONDRS-S19S_0063_B_bin.10
lowercolorado_2019_sw_WHONDRS-S19S_0063_B_bin.119.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__M3007; s__lowercolorado_2019_sw_WHONDRS-S19S_0063_B_bin.119
lowercolorado_2019_sw_WHONDRS-S19S_0063_B_bin.121.fa	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__UBA7672; s__lowercolorado_2019_sw_WHONDRS-S19S_0063_B_bin.121
lowercolorado_2019_sw_WHONDRS-S19S_0063_B_bin.139.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__Nanopelagicaceae; g__IMCC26077; s__lowercolorado_2019_sw_WHONDRS-S19S_0063_B_bin.139
lowercolorado_2019_sw_WHONDRS-S19S_0063_B_bin.140.fa	Root; d__Bacteria; p__Planctomycetota; c__UBA1135; o__UBA1135; f__GCA-002686595; g__SYGM01; s__SYGM01 sp005799545
lowercolorado_2019_sw_WHONDRS-S19S_0063_B_bin.34.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Rhodoluna; s__lowercolorado_2019_sw_WHONDRS-S19S_0063_B_bin.34
lowercolorado_2019_sw_WHONDRS-S19S_0063_B_bin.38.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__Nanopelagicaceae; g__Planktophila; s__lowercolorado_2019_sw_WHONDRS-S19S_0063_B_bin.38
lowercolorado_2019_sw_WHONDRS-S19S_0063_B_bin.5.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__UBA2463; s__lowercolorado_2019_sw_WHONDRS-S19S_0063_B_bin.5
lowercolorado_2019_sw_WHONDRS-S19S_0063_B_bin.52.fa	Root; d__Bacteria; p__Planctomycetota; c__UBA1135; o__UBA1135; f__GCA-002686595; g__SXXH01; s__lowercolorado_2019_sw_WHONDRS-S19S_0063_B_bin.52
lowercolorado_2019_sw_WHONDRS-S19S_0063_B_bin.95.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__Nanopelagicaceae; g__Planktophila; s__lowercolorado_2019_sw_WHONDRS-S19S_0063_B_bin.95
lowercolorado_2019_sw_WHONDRS-S19S_0063_F_bin.10.fa	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__UBA965; s__lowercolorado_2019_sw_WHONDRS-S19S_0063_F_bin.10
lowercolorado_2019_sw_WHONDRS-S19S_0063_F_bin.23.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__Nanopelagicaceae; g__MAG-120802; s__lowercolorado_2019_sw_WHONDRS-S19S_0063_F_bin.23
lowercolorado_2019_sw_WHONDRS-S19S_0063_F_bin.26.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__Nanopelagicaceae; g__Planktophila; s__lowercolorado_2019_sw_WHONDRS-S19S_0063_F_bin.26
lowercolorado_2019_sw_WHONDRS-S19S_0063_F_bin.28.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__Methylopumilus; s__Methylopumilus sp009926035
lowercolorado_2019_sw_WHONDRS-S19S_0063_F_bin.4.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Methylacidiphilales; f__UBA3015; g__UBA3015; s__lowercolorado_2019_sw_WHONDRS-S19S_0063_F_bin.4
marshallgulch_2019_sw_WHONDRS-S19S_0035_A_bin.4.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Rhodoferax; s__marshallgulch_2019_sw_WHONDRS-S19S_0035_A_bin.4
marshallgulch_2019_sw_WHONDRS-S19S_0035_A_bin.6.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__JAGLBJ01; s__marshallgulch_2019_sw_WHONDRS-S19S_0035_A_bin.6
marshallgulch_2019_sw_WHONDRS-S19S_0035_B_bin.10.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Marisediminicola; s__marshallgulch_2019_sw_WHONDRS-S19S_0035_B_bin.10
marshallgulch_2019_sw_WHONDRS-S19S_0035_B_bin.5.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__CAIODY01; g__marshallgulch_2019_sw_WHONDRS-S19S_0035_B_bin.5; s__marshallgulch_2019_sw_WHONDRS-S19S_0035_B_bin.5
marshallgulch_2019_sw_WHONDRS-S19S_0035_B_bin.7.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Sphaerotilus; s__marshallgulch_2019_sw_WHONDRS-S19S_0035_B_bin.7
marthacreek_2019_sw_WHONDRS-S19S_0030_B_bin.10.fa	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Xenococcaceae; g__Pleurocapsa; s__marthacreek_2019_sw_WHONDRS-S19S_0030_B_bin.10
marthacreek_2019_sw_WHONDRS-S19S_0030_B_bin.12.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Aquabacterium; s__marthacreek_2019_sw_WHONDRS-S19S_0030_B_bin.12
marthacreek_2019_sw_WHONDRS-S19S_0030_B_bin.22.fa	Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__SZUA-265; s__marthacreek_2019_sw_WHONDRS-S19S_0030_B_bin.22
marthacreek_2019_sw_WHONDRS-S19S_0030_B_bin.4.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Opitutaceae; g__CAITWF01; s__marthacreek_2019_sw_WHONDRS-S19S_0030_B_bin.4
marthacreek_2019_sw_WHONDRS-S19S_0030_B_bin.5.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__ZC4RG30; s__marthacreek_2019_sw_WHONDRS-S19S_0030_B_bin.5
marthacreek_2019_sw_WHONDRS-S19S_0030_B_bin.9.fa	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Polymorphobacter; s__marthacreek_2019_sw_WHONDRS-S19S_0030_B_bin.9
mcdi_2019_sw_WHONDRS-S19S_0017_B_bin.44.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__UBA3006; s__mcdi_2019_sw_WHONDRS-S19S_0017_B_bin.44
mcdi_2019_sw_WHONDRS-S19S_0017_B_bin.6.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__UBA6821; g__UBA6821; s__mcdi_2019_sw_WHONDRS-S19S_0017_B_bin.6
mcdi_2019_sw_WHONDRS-S19S_0017_F_bin.5.fa	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Dolichospermum; s__Dolichospermum circinale
mcraecreek_2019_sw_WHONDRS-S19S_0031_B_bin.2.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__PBB1; s__mcraecreek_2019_sw_WHONDRS-S19S_0031_B_bin.2
middleoconee_2019_sw_WHONDRS-S19S_0011_B_bin.16.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__CAIODY01; g__middleoconee_2019_sw_WHONDRS-S19S_0011_B_bin.16; s__middleoconee_2019_sw_WHONDRS-S19S_0011_B_bin.16
morescreek_2019_sw_WHONDRS-S19S_0085_B_bin.19.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Sediminibacterium; s__morescreek_2019_sw_WHONDRS-S19S_0085_B_bin.19
morescreek_2019_sw_WHONDRS-S19S_0085_B_bin.35.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Limnohabitans_A; s__morescreek_2019_sw_WHONDRS-S19S_0085_B_bin.35
muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.111.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__UBA3006; s__muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.111
muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.118.fa	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-9006; f__Prochlorotrichaceae; g__muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.118; s__muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.118
muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.121.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__F1-20-MAGs119; s__muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.121
muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.127.fa	Root; d__Bacteria; p__Planctomycetota; c__UBA1135; o__UBA2386; f__UBA2386; g__JADJWQ01; s__muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.127
muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.128.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__DT-110; s__muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.128
muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.129.fa	Root; d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__Silvanigrellales; f__Silvanigrellaceae; g__RFOM01; s__muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.129
muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.132.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__Casp-actino5; s__muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.132
muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.14.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__SAR86; f__D2472; g__VMDH01; s__muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.14
muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.142.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__RFXW01; s__muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.142
muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.24.fa	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Microcystaceae_A; g__Synechocystis; s__muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.24
muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.32.fa	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__SW-4-49-11; f__SW-4-49-11; g__muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.32; s__muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.32
muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.33.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Schleiferiaceae; g__muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.33; s__muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.33
muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.34.fa	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__HIMB11; s__HIMB11 sp009920225
muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.39.fa	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Roseicyclus; s__muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.39
muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.42.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Schleiferiaceae; g__TMED14; s__TMED14 sp002381225
muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.46.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nitriliruptorales; f__Nitriliruptoraceae; g__CSBr16-57R1; s__muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.46
muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.47.fa	Root; d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Sulfurovaceae; g__Sulfurovum; s__muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.47
muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.49.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nitriliruptorales; f__Nitriliruptoraceae; g__muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.49; s__muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.49
muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.5.fa	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__SM1A02; g__muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.5; s__muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.5
muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.54.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__DSM-100316; g__muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.54; s__muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.54
muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.69.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__Casp-actino5; s__Casp-actino5 sp017859785
muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.80.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__UBA6168; s__muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.80
muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.83.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Halieaceae; g__Aequoribacter; s__muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.83
muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.90.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__UBA952; s__muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.90
muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.91.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__HTCC2089; g__RGAU01; s__RGAU01 sp016779325
muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.93.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__UBA2463; s__UBA2463 sp009646425
muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.95.fa	Root; d__Bacteria; p__Myxococcota; c__UBA9042; o__UBA9042; f__UBA9042; g__muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.95; s__muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.95
muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.98.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__UA16; g__UBA11663; s__muddycreek_2019_sw_WHONDRS-S19S_0082_B_bin.98
muddycreek_2019_sw_WHONDRS-S19S_0082_F_bin.20.fa	Root; d__Bacteria; p__SAR324; c__SAR324; o__SAR324; f__NAC60-12; g__JCVI-SCAAA005; s__muddycreek_2019_sw_WHONDRS-S19S_0082_F_bin.20
muddycreek_2019_sw_WHONDRS-S19S_0082_F_bin.46.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__Casp-actino8; s__Casp-actino8 sp009923785
muddycreek_2019_sw_WHONDRS-S19S_0082_F_bin.50.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__UBA2463; s__muddycreek_2019_sw_WHONDRS-S19S_0082_F_bin.50
muddycreek_2019_sw_WHONDRS-S19S_0082_F_bin.8.fa	Root; d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Sulfurovaceae; g__Sulfurovum; s__muddycreek_2019_sw_WHONDRS-S19S_0082_F_bin.8
nebranchanacostia_2019_sw_WHONDRS-S19S_0081_A_bin.22.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Aquirufa; s__nebranchanacostia_2019_sw_WHONDRS-S19S_0081_A_bin.22
nebranchanacostia_2019_sw_WHONDRS-S19S_0081_A_bin.3.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Rhodoluna; s__nebranchanacostia_2019_sw_WHONDRS-S19S_0081_A_bin.3
nebranchanacostia_2019_sw_WHONDRS-S19S_0081_A_bin.43.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Limnohabitans; s__nebranchanacostia_2019_sw_WHONDRS-S19S_0081_A_bin.43
nebranchanacostia_2019_sw_WHONDRS-S19S_0081_B_bin.17.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__UBA5976; g__JAFMIT01; s__nebranchanacostia_2019_sw_WHONDRS-S19S_0081_B_bin.17
nebranchanacostia_2019_sw_WHONDRS-S19S_0081_B_bin.24.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__UA16; g__nebranchanacostia_2019_sw_WHONDRS-S19S_0081_B_bin.24; s__nebranchanacostia_2019_sw_WHONDRS-S19S_0081_B_bin.24
nebranchanacostia_2019_sw_WHONDRS-S19S_0081_B_bin.27.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Limnohabitans; s__Limnohabitans sp009919175
nebranchanacostia_2019_sw_WHONDRS-S19S_0081_B_bin.29.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__UBA5976; g__UBA5976; s__nebranchanacostia_2019_sw_WHONDRS-S19S_0081_B_bin.29
nebranchanacostia_2019_sw_WHONDRS-S19S_0081_B_bin.57.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Rhodoluna; s__nebranchanacostia_2019_sw_WHONDRS-S19S_0081_B_bin.57
nebranchanacostia_2019_sw_WHONDRS-S19S_0081_B_bin.93.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Rhodoluna; s__nebranchanacostia_2019_sw_WHONDRS-S19S_0081_B_bin.93
nebranchanacostia_2019_sw_WHONDRS-S19S_0081_F_bin.30.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__UBA952; s__nebranchanacostia_2019_sw_WHONDRS-S19S_0081_F_bin.30
nfkcasparcreek_2019_sw_WHONDRS-S19S_0069_B_bin.4.fa	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingopyxis; s__nfkcasparcreek_2019_sw_WHONDRS-S19S_0069_B_bin.4
oksrukuyikcreek_2019_sw_WHONDRS-S19S_0050_A_bin.12.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Polynucleobacter; s__Polynucleobacter sp009927445
oksrukuyikcreek_2019_sw_WHONDRS-S19S_0050_B_bin.28.fa	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Synechococcus_D; s__Synechococcus_D sp009914645
oksrukuyikcreek_2019_sw_WHONDRS-S19S_0050_B_bin.8.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Rhodoluna; s__oksrukuyikcreek_2019_sw_WHONDRS-S19S_0050_B_bin.8
pamunkeyriver_2019_sw_WHONDRS-S19S_0054_A_bin.54.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__Casp-actino8; s__pamunkeyriver_2019_sw_WHONDRS-S19S_0054_A_bin.54
pamunkeyriver_2019_sw_WHONDRS-S19S_0054_A_bin.56.fa	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Cyanobium; s__pamunkeyriver_2019_sw_WHONDRS-S19S_0054_A_bin.56
pamunkeyriver_2019_sw_WHONDRS-S19S_0054_B_bin.107.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__Nanopelagicaceae; g__Nanopelagicus; s__pamunkeyriver_2019_sw_WHONDRS-S19S_0054_B_bin.107
pamunkeyriver_2019_sw_WHONDRS-S19S_0054_B_bin.120.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__UBA668; s__pamunkeyriver_2019_sw_WHONDRS-S19S_0054_B_bin.120
pamunkeyriver_2019_sw_WHONDRS-S19S_0054_B_bin.126.fa	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__DSYF01; g__DSYF01; s__pamunkeyriver_2019_sw_WHONDRS-S19S_0054_B_bin.126
pamunkeyriver_2019_sw_WHONDRS-S19S_0054_B_bin.14.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__UBA2093; s__pamunkeyriver_2019_sw_WHONDRS-S19S_0054_B_bin.14
pamunkeyriver_2019_sw_WHONDRS-S19S_0054_B_bin.148.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__UBA2093; s__pamunkeyriver_2019_sw_WHONDRS-S19S_0054_B_bin.148
pamunkeyriver_2019_sw_WHONDRS-S19S_0054_B_bin.27.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__Nanopelagicaceae; g__ZLKRG08; s__pamunkeyriver_2019_sw_WHONDRS-S19S_0054_B_bin.27
pamunkeyriver_2019_sw_WHONDRS-S19S_0054_B_bin.33.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__UBA952; s__pamunkeyriver_2019_sw_WHONDRS-S19S_0054_B_bin.33
pamunkeyriver_2019_sw_WHONDRS-S19S_0054_B_bin.34.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__WLJO01; s__WLJO01 sp017853685
pamunkeyriver_2019_sw_WHONDRS-S19S_0054_B_bin.40.fa	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__Limnocylindraceae; g__Limnocylindrus; s__pamunkeyriver_2019_sw_WHONDRS-S19S_0054_B_bin.40
pamunkeyriver_2019_sw_WHONDRS-S19S_0054_B_bin.41.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__UBA6715; s__pamunkeyriver_2019_sw_WHONDRS-S19S_0054_B_bin.41
pamunkeyriver_2019_sw_WHONDRS-S19S_0054_B_bin.49.fa	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__pamunkeyriver_2019_sw_WHONDRS-S19S_0054_B_bin.49; s__pamunkeyriver_2019_sw_WHONDRS-S19S_0054_B_bin.49
pamunkeyriver_2019_sw_WHONDRS-S19S_0054_B_bin.60.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Limnohabitans; s__pamunkeyriver_2019_sw_WHONDRS-S19S_0054_B_bin.60
pamunkeyriver_2019_sw_WHONDRS-S19S_0054_B_bin.62.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Sediminibacterium; s__pamunkeyriver_2019_sw_WHONDRS-S19S_0054_B_bin.62
pamunkeyriver_2019_sw_WHONDRS-S19S_0054_B_bin.63.fa	Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__CAIOHZ01; s__pamunkeyriver_2019_sw_WHONDRS-S19S_0054_B_bin.63
pamunkeyriver_2019_sw_WHONDRS-S19S_0054_B_bin.74.fa	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__pamunkeyriver_2019_sw_WHONDRS-S19S_0054_B_bin.74
pamunkeyriver_2019_sw_WHONDRS-S19S_0054_B_bin.83.fa	Root; d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__Ilumatobacteraceae; g__F1-60-MAGs027; s__pamunkeyriver_2019_sw_WHONDRS-S19S_0054_B_bin.83
pamunkeyriver_2019_sw_WHONDRS-S19S_0054_F_bin.20.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Rhodoluna; s__pamunkeyriver_2019_sw_WHONDRS-S19S_0054_F_bin.20
pamunkeyriver_2019_sw_WHONDRS-S19S_0054_F_bin.32.fa	Root; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Nanopelagicales; f__Nanopelagicaceae; g__pamunkeyriver_2019_sw_WHONDRS-S19S_0054_F_bin.32; s__pamunkeyriver_2019_sw_WHONDRS-S19S_0054_F_bin.32
