function_class,PctFire2010Ws,PctOw2016Ws,PctIce2016Ws,PctUrbOp2016Ws,PctUrbLo2016Ws,PctUrbMd2016Ws,PctUrbHi2016Ws,PctBl2016Ws,PctDecid2016Ws,PctConif2016Ws,PctMxFst2016Ws,PctShrb2016Ws,PctGrs2016Ws,PctHay2016Ws,PctCrop2016Ws,PctWdWet2016Ws,PctHbWet2016Ws,DamDensWs,PopDen2010Ws
Microaerophillic,-14.467034918350905,-14.467034918847512,-14.467034918350905,-14.467034926369351,-14.467034925874302,-14.467034921571319,-14.467034919234175,-14.46703491863683,-14.467034942713251,-14.467034921488922,-14.467034923306079,-14.46703491883694,-14.46703491942191,-14.467034931585701,-14.467034918350905,-14.467034920345846,-14.467034918491132,-14.467034918377161,-14.467035034994778
Light_driven,-13.758518861697857,-13.758518862170142,-13.758518861697857,-13.758518869323602,-13.758518868852798,-13.758518864760552,-13.75851886253787,-13.75851886196978,-13.758518884867069,-13.758518864682191,-13.758518866410352,-13.758518862160088,-13.758518862716409,-13.758518874284485,-13.758518861697857,-13.758518863595096,-13.758518861831215,-13.758518861722827,-13.758518972629153
N_Reducer,-15.982264042421114,-15.982264042969733,-15.982264042421114,-15.982264051279385,-15.982264050732486,-15.982264045978823,-15.982264043396896,-15.982264042736988,-15.982264069335091,-15.9822640458878,-15.982264047895276,-15.982264042958056,-15.982264043604292,-15.98226405704208,-15.982264042421114,-15.982264044625,-15.982264042576027,-15.98226404245012,-15.982264171281878
DNRA,145.5016864427848,145.50168644777938,145.5016864427848,145.50168652343,145.50168651845107,145.50168647517398,145.50168645166823,145.50168644566048,145.50168668780822,145.5016864743453,145.50168649262127,145.50168644767308,145.50168645355637,145.50168657589327,145.5016864427848,145.50168646284882,145.50168644419512,145.50168644304887,145.50168761592636
Methanotroph,5.781519849625784,5.781519849824244,5.781519849625784,5.781519852830228,5.781519852632389,5.781519850912771,5.7815198499787686,5.781519849740049,5.781519859361807,5.781519850879842,5.78151985160604,5.78151984982002,5.781519850053794,5.781519854914859,5.781519849625784,5.78151985042303,5.781519849681823,5.781519849636276,5.781519896240648
Aerobic,-10.231819063835525,-10.231819063835525,-10.231819063835525,-10.231819063835525,-10.231819063835525,-10.23181906383887,-10.231819063835525,-10.231819063835525,-10.23181906906568,-10.231819063835525,-10.231819063835525,-10.231819063835525,-10.231819107962222,-10.231819063835525,-10.231819063835525,-10.231819063835525,-10.23181906384891,-10.231819063835525,-10.231819067460286
Microaerophillic,-10.895818437203184,-10.895818437203184,-10.895818437203184,-10.895818437203184,-10.895818437203184,-10.895818437206747,-10.895818437203184,-10.895818437203184,-10.895818442772752,-10.895818437203184,-10.895818437203184,-10.895818437203184,-10.895818484193507,-10.895818437203184,-10.895818437203184,-10.895818437203184,-10.895818437217438,-10.895818437203184,-10.895818441063176
Light_driven,-10.166256865362497,-10.166256865362497,-10.166256865362497,-10.166256865362497,-10.166256865362497,-10.16625686536582,-10.166256865362497,-10.166256865362497,-10.166256870559138,-10.166256865362497,-10.166256865362497,-10.166256865362497,-10.166256909206444,-10.166256865362497,-10.166256865362497,-10.166256865362497,-10.166256865375797,-10.166256865362497,-10.16625686896403
N_Reducer,-14.24586874980529,-14.24586874980529,-14.24586874980529,-14.24586874980529,-14.24586874980529,-14.245868749809949,-14.24586874980529,-14.24586874980529,-14.245868757087289,-14.24586874980529,-14.24586874980529,-14.24586874980529,-14.245868811243351,-14.24586874980529,-14.24586874980529,-14.24586874980529,-14.245868749823925,-14.24586874980529,-14.245868754852083
DNRA,42.55121473599409,42.55121473599409,42.55121473599409,42.55121473599409,42.55121473599409,42.551214736008006,42.55121473599409,42.55121473599409,42.5512147577448,42.55121473599409,42.55121473599409,42.55121473599409,42.551214919504424,42.55121473599409,42.55121473599409,42.55121473599409,42.55121473604975,42.55121473599409,42.551214751068436
Methanotroph,-19.360106498332343,-19.360106498332343,-19.360106498332343,-19.360106498332343,-19.360106498332343,-19.360106498338673,-19.360106498332343,-19.360106498332343,-19.360106508228565,-19.360106498332343,-19.360106498332343,-19.360106498332343,-19.360106581826543,-19.360106498332343,-19.360106498332343,-19.360106498332343,-19.36010649835767,-19.360106498332343,-19.360106505190924
Aerobic,5.057877408242888,5.057877408336699,5.057877408242888,5.057877408750026,5.057877408384998,5.057877408255892,5.057877408242888,5.057877408244746,5.057877409007311,5.057877408242888,5.057877408264251,5.057877408371066,5.057877426391217,5.0578774102342905,5.057877410838027,5.057877408242888,5.057877408242888,5.057877408242888,5.05787740871391
Microaerophillic,6.6848639926014926,6.6848639927254805,6.6848639926014926,6.684863993271764,6.6848639927893165,6.68486399261868,6.6848639926014926,6.684863992603948,6.6848639936118115,6.6848639926014926,6.684863992629729,6.684863992770903,6.684864016587664,6.684863995233478,6.684863996031421,6.6848639926014926,6.6848639926014926,6.6848639926014926,6.684863993224031
Light_driven,4.771062799523471,4.771062799611962,4.771062799523471,4.771062800001851,4.771062799657523,4.771062799535737,4.771062799523471,4.7710627995252235,4.771062800244547,4.771062799523471,4.771062799543623,4.771062799644381,4.771062816642671,4.771062801401948,4.771062801971449,4.771062799523471,4.771062799523471,4.771062799523471,4.771062799967783
N_Reducer,20.75769112086913,20.757691121254133,20.75769112086913,20.75769112295044,20.757691121452353,20.757691120922495,20.75769112086913,20.757691120876753,20.757691124006346,20.75769112086913,20.757691120956803,20.757691121395176,20.757691195350453,20.75769112904191,20.757691131519664,20.75769112086913,20.75769112086913,20.75769112086913,20.75769112280222
DNRA,24.740758052360604,24.740758052819487,24.740758052360604,24.74075805484129,24.740758053055742,24.740758052424212,24.740758052360604,24.740758052369692,24.740758056099807,24.740758052360604,24.740758052465104,24.740758052987594,24.7407581411337,24.740758062101612,24.74075806505481,24.740758052360604,24.740758052360604,24.740758052360604,24.740758054664624
Methanotroph,-29.364296522821178,-29.364296523365812,-29.364296522821178,-29.36429652576545,-29.36429652364622,-29.364296522896673,-29.364296522821178,-29.364296522831964,-29.364296527259157,-29.364296522821178,-29.364296522945207,-29.364296523565336,-29.364296628184135,-29.36429653438258,-29.364296537887665,-29.364296522821178,-29.364296522821178,-29.364296522821178,-29.364296525555773
Aerobic,-27.383863857896316,-27.383863860121977,-27.383863857896316,-27.38386386324991,-27.383863860610276,-27.38386385903499,-27.383863858268462,-27.383863858143002,-27.38386387866173,-27.38386388337297,-27.38386387588468,-27.3838638647301,-27.383863863341197,-27.38386387781633,-27.383863862160496,-27.38386387579576,-27.3838638593935,-27.383863857930024,-27.383863896600957
Microaerophillic,-34.03947992161924,-34.039479924385844,-34.03947992161924,-34.03947992827402,-34.039479924992825,-34.03947992303467,-34.03947992208184,-34.03947992192588,-34.039479947431666,-34.039479953287966,-34.03947994397966,-34.03947993011397,-34.03947992838749,-34.039479946380794,-34.039479926919824,-34.039479943869125,-34.039479923480314,-34.03947992166114,-34.039479969731
Light_driven,-59.61535240956069,-59.61535241440602,-59.61535240956069,-59.61535242121561,-59.615352415469054,-59.61535241203962,-59.615352410370875,-59.61535241009774,-59.615352454767525,-59.61535246502401,-59.615352448721815,-59.615352424438015,-59.61535242141434,-59.61535245292706,-59.615352418843926,-59.615352448528235,-59.61535241282011,-59.615352409634085,-59.61535249382167
N_Reducer,-12.359988041184387,-12.359988042188963,-12.359988041184387,-12.359988043600788,-12.359988042409363,-12.35998804169834,-12.359988041352361,-12.359988041295733,-12.359988050557073,-12.359988052683537,-12.35998804930362,-12.359988044268887,-12.359988043641991,-12.359988050175492,-12.35998804310907,-12.359988049263485,-12.359988041860158,-12.359988041199603,-12.359988058654126
DNRA,-12.620208420945431,-12.620208421971157,-12.620208420945431,-12.620208423412706,-12.620208422196194,-12.620208421470203,-12.62020842111694,-12.62020842105912,-12.620208430515444,-12.620208432686677,-12.620208429235602,-12.62020842409487,-12.620208423454777,-12.620208430125828,-12.620208422910634,-12.620208429194623,-12.620208421635429,-12.620208420960966,-12.620208438782967
Methanotroph,-19.360106498332343,-19.360106499905864,-19.360106498332343,-19.36010650211728,-19.360106500251085,-19.360106499137373,-19.36010649859545,-19.36010649850675,-19.360106513013278,-19.360106516344075,-19.36010651104993,-19.36010650316376,-19.36010650218182,-19.360106512415587,-19.360106501347076,-19.360106510987066,-19.360106499390838,-19.360106498356178,-19.360106525696125
Aerobic,-33.9077589366775,-33.90775893998906,-33.9077589366775,-33.90775894542225,-33.90775894178392,-33.9077589390417,-33.90775893754723,-33.90775893722949,-33.907758978026365,-33.90775896716926,-33.907758957535144,-33.907758944306124,-33.907758943275994,-33.907758961504555,-33.9077589378863,-33.90775894583497,-33.907758937231854,-33.90775893672118,-33.90775902579627
Microaerophillic,-19.5322445580883,-19.532244559995892,-19.5322445580883,-19.53224456312563,-19.532244561029806,-19.532244559450174,-19.532244558589298,-19.53224455840627,-19.532244581906923,-19.53224457565279,-19.53224457010315,-19.5322445624827,-19.5322445618893,-19.532244572389693,-19.532244558784615,-19.532244563363374,-19.53224455840763,-19.53224455811346,-19.532244609424325
Light_driven,36.61671224280936,36.61671224638549,36.61671224280936,36.616712252252746,36.61671224832374,36.61671224536244,36.61671224374857,36.61671224340545,36.61671228746167,36.616712275737164,36.61671226533336,36.61671225104745,36.61671224993502,36.616712269619896,36.61671224411473,36.61671225269844,36.616712243408,36.616712242856536,36.61671233904799
N_Reducer,-18.841985274948364,-18.84198527678854,-18.841985274948364,-18.841985279807677,-18.841985277785916,-18.84198527626211,-18.841985275431657,-18.841985275255094,-18.84198529792525,-18.841985291892133,-18.841985286538613,-18.841985279187465,-18.841985278615038,-18.84198528874435,-18.841985275620072,-18.84198528003702,-18.84198527525641,-18.841985274972636,-18.841985324470198
DNRA,-13.047264388889095,-13.04726439016334,-13.047264388889095,-13.047264392253963,-13.04726439085398,-13.047264389798809,-13.047264389223756,-13.047264389101494,-13.0472644047996,-13.047264400621927,-13.047264396914846,-13.047264391824491,-13.04726439142811,-13.047264398442225,-13.047264389354226,-13.047264392412771,-13.047264389102404,-13.047264388905905,-13.047264423180836
Methanotroph,-19.360106498332343,-19.36010650022312,-19.360106498332343,-19.36010650332528,-19.360106501247923,-19.360106499682214,-19.360106498828927,-19.360106498647507,-19.360106521941052,-19.360106515742036,-19.360106510241305,-19.360106502688012,-19.360106502099846,-19.360106512507695,-19.36010649902252,-19.360106503560928,-19.360106498648857,-19.360106498357283,-19.360106549215942
Aerobic,-18.51088798967777,-18.510887989696155,-18.51088798967777,-18.51088799161907,-18.510887989779143,-18.510887989703885,-18.510887989681443,-18.510887989694734,-18.510887989709197,-18.51088798967891,-18.510887989680604,-18.510887990570215,-18.51088802721302,-18.510887992191517,-18.510888035518253,-18.5108879898052,-18.510887989949378,-18.51088798967777,-18.510887990180596
Microaerophillic,-15.167531004404626,-15.167531004419692,-15.167531004404626,-15.1675310059953,-15.167531004487689,-15.167531004426026,-15.167531004407635,-15.167531004418526,-15.167531004430378,-15.16753100440556,-15.16753100440695,-15.167531005135883,-15.16753103516042,-15.167531006464353,-15.1675310419656,-15.167531004509042,-15.167531004627179,-15.167531004404626,-15.167531004816636
Light_driven,-31.177595181960584,-31.17759518199155,-31.177595181960584,-31.177595185230288,-31.177595182131324,-31.17759518200457,-31.17759518196677,-31.177595181989155,-31.17759518201352,-31.177595181962506,-31.17759518196536,-31.177595183463716,-31.17759524518061,-31.17759518619445,-31.17759525916898,-31.177595182175217,-31.17759518241805,-31.177595181960584,-31.177595182807487
N_Reducer,135.64045814097358,135.6404581411083,135.64045814097358,135.64045815519867,135.64045814171638,135.64045814116494,135.6404581410005,135.64045814109787,135.64045814120388,135.64045814098193,135.64045814099435,135.64045814751307,135.64045841601703,135.64045815939332,135.64045847687447,135.64045814190735,135.6404581429638,135.64045814097358,135.64045814465808
DNRA,-14.665264864992565,-14.665264865007131,-14.665264864992565,-14.665264866530563,-14.665264865072878,-14.665264865013256,-14.665264864995475,-14.665264865006005,-14.665264865017464,-14.66526486499347,-14.665264864994812,-14.665264865699607,-14.665264894729894,-14.665264866984085,-14.665264901309722,-14.665264865093524,-14.665264865207748,-14.665264864992565,-14.665264865390931
Methanotroph,-19.360106498332343,-19.36010649835157,-19.360106498332343,-19.360106500362708,-19.360106498438366,-19.360106498359656,-19.360106498336183,-19.360106498350085,-19.360106498365212,-19.360106498333536,-19.36010649833531,-19.36010649926573,-19.360106537589587,-19.360106500961415,-19.360106546275837,-19.360106498465623,-19.360106498616414,-19.360106498332343,-19.36010649885824
Aerobic,11.519674862788268,11.519674863018436,11.519674862788268,11.519674863874501,11.519674863114215,11.519674862917187,11.51967486280347,11.5196748628357,11.519674872545673,11.519674862796325,11.519674862789026,11.519674863149941,11.519674898049143,11.519674870883257,11.519674863049753,11.519674862789332,11.519674862796172,11.519674862795025,11.51967486543499
Microaerophillic,9.231636142257653,9.231636142442106,9.231636142257653,9.231636143128139,9.23163614251886,9.231636142360966,9.231636142269835,9.231636142295665,9.231636150077042,9.23163614226411,9.231636142258262,9.23163614254749,9.231636170515012,9.231636148744816,9.231636142467202,9.231636142258505,9.231636142263989,9.231636142263069,9.231636144378683
Light_driven,5.045632769652361,5.045632769753175,5.045632769652361,5.045632770128133,5.045632769795127,5.045632769708828,5.0456327696590195,5.045632769673137,5.045632773926118,5.0456327696558905,5.045632769652694,5.045632769810775,5.045632785096672,5.045632773197978,5.045632769766892,5.045632769652827,5.045632769655824,5.045632769655321,5.045632770811629
N_Reducer,-24.18929576086925,-24.18929576135256,-24.18929576086925,-24.18929576315015,-24.18929576155368,-24.189295761139956,-24.189295760901167,-24.18929576096885,-24.18929578135809,-24.189295760886168,-24.18929576087084,-24.1892957616287,-24.1892958349109,-24.189295777867308,-24.18929576141832,-24.18929576087148,-24.189295760885848,-24.189295760883436,-24.189295766426902
DNRA,15.326927313376105,15.326927313682345,15.326927313376105,15.326927314821338,15.326927313809778,15.326927313547634,15.32692731339633,15.326927313439215,15.326927326358335,15.326927313386827,15.326927313377116,15.326927313857311,15.3269273602907,15.32692732414649,15.326927313724013,15.32692731337752,15.326927313386625,15.326927313385097,15.32692731689757
Methanotroph,27.357342985070424,27.357342985617034,27.357342985070424,27.35734298765005,27.357342985844493,27.357342985376587,27.357342985106524,27.35734298518307,27.35734300824267,27.35734298508956,27.357342985072226,27.35734298592934,27.357343068809236,27.3573430042947,27.35734298569141,27.35734298507295,27.357342985089197,27.357342985086472,27.357342991355956
Aerobic,10.034251413064535,10.03425141312763,10.034251413064535,10.034251414559968,10.034251413767286,10.034251413299511,10.03425141310007,10.034251413073962,10.034251422537537,10.034251413069612,10.034251413070338,10.034251413512731,10.03425144595388,10.034251415993754,10.034251413191452,10.034251413064535,10.034251413065984,10.034251413064535,10.034251417178497
Microaerophillic,58.459301617430825,58.45930161779841,58.459301617430825,58.45930162614318,58.459301621525036,58.459301618799785,58.459301617637855,58.45930161748575,58.4593016726203,58.4593016174604,58.45930161746463,58.459301620042,58.45930180904333,58.45930163449638,58.45930161817024,58.459301617430825,58.45930161743927,58.459301617430825,58.45930164139866
Light_driven,3.9759870960078043,3.9759870960328048,3.9759870960078043,3.9759870966003565,3.9759870962862633,3.975987096100911,3.975987096021885,3.9759870960115395,3.975987099761401,3.9759870960098156,3.975987096010104,3.975987096185398,3.975987109039928,3.975987097168482,3.9759870960580934,3.9759870960078043,3.975987096008379,3.9759870960078043,3.9759870976379266
N_Reducer,6.5563324780228935,6.556332478064119,6.5563324780228935,6.556332479000003,6.5563324784820685,6.556332478176426,6.556332478046113,6.556332478029053,6.556332484212508,6.55633247802621,6.556332478026685,6.556332478315742,6.556332499512636,6.556332479936831,6.55633247810582,6.5563324780228935,6.556332478023841,6.5563324780228935,6.556332480710936
DNRA,-16.987530757429337,-16.987530757536156,-16.987530757429337,-16.987530759961036,-16.987530758619062,-16.98753075782714,-16.9875307574895,-16.9875307574453,-16.9875307734667,-16.98753075743793,-16.987530757439163,-16.98753075818811,-16.9875308131095,-16.98753076238837,-16.9875307576442,-16.987530757429337,-16.98753075743179,-16.987530757429337,-16.987530764394087
Methanotroph,-60.28481775852164,-60.2848177589007,-60.28481775852164,-60.284817767506055,-60.2848177627437,-60.28481775993335,-60.28481775873514,-60.28481775857828,-60.284817815434515,-60.28481775855214,-60.2848177585565,-60.28481776121435,-60.28481795611766,-60.2848177761201,-60.28481775928414,-60.28481775852164,-60.284817758530345,-60.28481775852164,-60.28481778323792
Aerobic,-9.902846141180603,-9.902846141180603,-9.90284614150301,-9.902846141344849,-9.902846141466512,-9.902846141217104,-9.902846141186687,-9.902846141180603,-9.902846143194123,-9.902846177417883,-9.902846141207977,-9.902846146600686,-9.902846143565196,-9.902846141180603,-9.902846141180603,-9.902846141950121,-9.902846141299227,-9.902846141180603,-9.902846143776186
Microaerophillic,-10.479741845816497,-10.479741845816497,-10.479741846157685,-10.47974184599031,-10.479741846119062,-10.479741845855122,-10.479741845822934,-10.479741845816497,-10.479741847947315,-10.479741884164799,-10.479741845845465,-10.479741851552328,-10.479741848340003,-10.479741845816497,-10.479741845816497,-10.479741846630843,-10.479741845942028,-10.479741845816497,-10.479741848563286
Light_driven,-9.1523417036101,-9.1523417036101,-9.152341703908071,-9.152341703761897,-9.15234170387434,-9.152341703643833,-9.15234170361572,-9.1523417036101,-9.15234170547102,-9.152341737101073,-9.152341703635399,-9.15234170861941,-9.15234170581397,-9.1523417036101,-9.1523417036101,-9.152341704321298,-9.152341703719731,-9.1523417036101,-9.15234170600897
N_Reducer,-12.435969383743283,-12.435969383743283,-12.435969384148159,-12.43596938394954,-12.435969384102325,-12.435969383789118,-12.43596938375092,-12.435969383743283,-12.435969386271855,-12.435969429249967,-12.435969383777659,-12.435969390549806,-12.435969386737845,-12.435969383743283,-12.435969383743283,-12.43596938470964,-12.435969383892248,-12.435969383743283,-12.435969387002807
DNRA,-158.01444220251204,-158.01444220251204,-158.01444220765651,-158.01444220513284,-158.01444220707415,-158.01444220309446,-158.0144422026091,-158.01444220251204,-158.0144422346407,-158.01444278073103,-158.01444220294883,-158.0144422889974,-158.01444224056172,-158.01444220251204,-158.01444220251204,-158.01444221479085,-158.01444220440484,-158.01444220251204,-158.01444224392836
