user_genome,classification
assiniboineriver_2019_sw_WHONDRS-S19S_0005_F_bin.26,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__Nanopelagicus;s__Nanopelagicus sp001437855
assiniboineriver_2019_sw_WHONDRS-S19S_0005_F_bin.32,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__TMED14;s__TMED14 sp903821715
assiniboineriver_2019_sw_WHONDRS-S19S_0005_F_bin.33,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__SXON01;g__CAMAXZ01;s__
assiniboineriver_2019_sw_WHONDRS-S19S_0005_F_bin.36,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__PNKF01;s__
assiniboineriver_2019_sw_WHONDRS-S19S_0005_F_bin.43,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__ER46;s__ER46 sp002304435
assiniboineriver_2019_sw_WHONDRS-S19S_0005_F_bin.44,d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__UBA961;g__UBA961;s__
assiniboineriver_2019_sw_WHONDRS-S19S_0005_F_bin.46,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Casp-actino8;s__
assiniboineriver_2019_sw_WHONDRS-S19S_0005_F_bin.47,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__UBA3064;s__UBA3064 sp005787245
assiniboineriver_2019_sw_WHONDRS-S19S_0005_F_bin.50,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__UBA2463;s__
assiniboineriver_2019_sw_WHONDRS-S19S_0005_F_bin.55,d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__HLUCCA01;g__JANJTJ01;s__
assiniboineriver_2019_sw_WHONDRS-S19S_0005_F_bin.58,d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Silvanigrellales;f__Silvanigrellaceae;g__RFOM01;s__
assiniboineriver_2019_sw_WHONDRS-S19S_0005_F_bin.61,d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__UBA970;s__
assiniboineriver_2019_sw_WHONDRS-S19S_0005_F_bin.65,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__Planktophila;s__
assiniboineriver_2019_sw_WHONDRS-S19S_0005_F_bin.71,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__UBA954;s__UBA954 sp002293155
assiniboineriver_2019_sw_WHONDRS-S19S_0005_F_bin.76,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Limnohabitans_A;s__
assiniboineriver_2019_sw_WHONDRS-S19S_0005_F_bin.81,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;s__Polynucleobacter sp002359975
assiniboineriver_2019_sw_WHONDRS-S19S_0005_F_bin.83,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__MAG-120802;s__
assiniboineriver_2019_sw_WHONDRS-S19S_0005_F_bin.84,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__UBA964;s__UBA964 sp903885195
assiniboineriver_2019_sw_WHONDRS-S19S_0005_F_bin.86,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__MAG-120802;s__
assiniboineriver_2019_sw_WHONDRS-S19S_0005_F_bin.89,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__
blythe_2019_sw_WHONDRS-S19S_0092_A_bin.25,d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__UBA5070;f__UBA5070;g__UBA5070;s__
blythe_2019_sw_WHONDRS-S19S_0092_A_bin.26,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__M0103;s__
blythe_2019_sw_WHONDRS-S19S_0092_A_bin.29,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__Aquirickettsiella;s__Aquirickettsiella gammari
blythe_2019_sw_WHONDRS-S19S_0092_A_bin.32,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__DSM-6294;g__Venatoribacter;s__
blythe_2019_sw_WHONDRS-S19S_0092_A_bin.37,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium sp017996795
blythe_2019_sw_WHONDRS-S19S_0092_A_bin.38,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Thiothrix;s__Thiothrix fructosivorans
blythe_2019_sw_WHONDRS-S19S_0092_A_bin.39,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Malikia;s__Malikia spinosa
blythe_2019_sw_WHONDRS-S19S_0092_A_bin.40,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Rhodoferax_C;s__
blythe_2019_sw_WHONDRS-S19S_0092_A_bin.41,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Zoogloea;s__Zoogloea ramigera
blythe_2019_sw_WHONDRS-S19S_0092_A_bin.45,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Thiofilum;s__
blythe_2019_sw_WHONDRS-S19S_0092_A_bin.48,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Rhodoferax;s__
blythe_2019_sw_WHONDRS-S19S_0092_A_bin.58,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Sterolibacterium;s__Sterolibacterium sp018061005
blythe_2019_sw_WHONDRS-S19S_0092_A_bin.60,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Sphaerotilus;s__Sphaerotilus sulfidivorans
blythe_2019_sw_WHONDRS-S19S_0092_A_bin.64,d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__UBA5070;f__UBA5070;g__;s__
blythe_2019_sw_WHONDRS-S19S_0092_A_bin.72,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Thermomonas;s__
blythe_2019_sw_WHONDRS-S19S_0092_B_bin.103,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Lacunisphaera;s__
blythe_2019_sw_WHONDRS-S19S_0092_B_bin.105,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella_A;s__Moraxella_A sp002478835
blythe_2019_sw_WHONDRS-S19S_0092_B_bin.12,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Thermomonas;s__
blythe_2019_sw_WHONDRS-S19S_0092_B_bin.14,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SCOH01;g__;s__
blythe_2019_sw_WHONDRS-S19S_0092_B_bin.18,d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__UBA4096;s__
blythe_2019_sw_WHONDRS-S19S_0092_B_bin.19,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Thiofilum;s__
blythe_2019_sw_WHONDRS-S19S_0092_B_bin.24,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_B
blythe_2019_sw_WHONDRS-S19S_0092_B_bin.3,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Rhodoferax_C;s__
blythe_2019_sw_WHONDRS-S19S_0092_B_bin.39,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Rhodoferax_C;s__
blythe_2019_sw_WHONDRS-S19S_0092_B_bin.41,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__JADIYW01;g__JADJSS01;s__
blythe_2019_sw_WHONDRS-S19S_0092_B_bin.48,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium sp017996795
blythe_2019_sw_WHONDRS-S19S_0092_B_bin.49,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Acidovorax;s__Acidovorax defluvii
blythe_2019_sw_WHONDRS-S19S_0092_B_bin.50,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Rhodoferax_C;s__
blythe_2019_sw_WHONDRS-S19S_0092_B_bin.51,d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__UBA5070;f__UBA5070;g__UBA5070;s__
blythe_2019_sw_WHONDRS-S19S_0092_B_bin.53,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Thermomonas;s__Thermomonas sp016720345
blythe_2019_sw_WHONDRS-S19S_0092_B_bin.56,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Zoogloea;s__Zoogloea ramigera
blythe_2019_sw_WHONDRS-S19S_0092_B_bin.58,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Fluviicoccus;s__
blythe_2019_sw_WHONDRS-S19S_0092_B_bin.59,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__
blythe_2019_sw_WHONDRS-S19S_0092_B_bin.60,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__DSM-6294;g__Venatoribacter;s__
blythe_2019_sw_WHONDRS-S19S_0092_B_bin.7,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Cellvibrio;s__
blythe_2019_sw_WHONDRS-S19S_0092_B_bin.73,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__Aquirickettsiella;s__Aquirickettsiella gammari
blythe_2019_sw_WHONDRS-S19S_0092_B_bin.74,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Sterolibacterium;s__Sterolibacterium sp018061005
blythe_2019_sw_WHONDRS-S19S_0092_B_bin.79,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__JAGOYM01;s__JAGOYM01 sp018059165
blythe_2019_sw_WHONDRS-S19S_0092_B_bin.80,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__MAG-120802;s__
blythe_2019_sw_WHONDRS-S19S_0092_B_bin.81,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Comamonas;s__Comamonas denitrificans_A
blythe_2019_sw_WHONDRS-S19S_0092_B_bin.83,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__M0103;s__
blythe_2019_sw_WHONDRS-S19S_0092_B_bin.87,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__Aquirickettsiella;s__
blythe_2019_sw_WHONDRS-S19S_0092_B_bin.9,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Sphaerotilus;s__Sphaerotilus montanus
blythe_2019_sw_WHONDRS-S19S_0092_B_bin.93,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Malikia;s__Malikia spinosa
blythe_2019_sw_WHONDRS-S19S_0092_B_bin.95,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA6013;g__;s__
blythe_2019_sw_WHONDRS-S19S_0092_B_bin.98,d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__UBA5070;f__UBA5070;g__;s__
blythe_2019_sw_WHONDRS-S19S_0092_F_bin.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Malikia;s__Malikia spinosa
blythe_2019_sw_WHONDRS-S19S_0092_F_bin.11,d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__UBA5070;f__UBA5070;g__UBA5070;s__
blythe_2019_sw_WHONDRS-S19S_0092_F_bin.14,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Rhodoferax_C;s__
blythe_2019_sw_WHONDRS-S19S_0092_F_bin.15,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__Aquirickettsiella;s__Aquirickettsiella gammari
blythe_2019_sw_WHONDRS-S19S_0092_F_bin.16,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Rhodoferax_C;s__
blythe_2019_sw_WHONDRS-S19S_0092_F_bin.18,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Sphaerotilus;s__Sphaerotilus montanus
blythe_2019_sw_WHONDRS-S19S_0092_F_bin.19,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Thiothrix;s__
blythe_2019_sw_WHONDRS-S19S_0092_F_bin.20,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Sphaerotilus;s__Sphaerotilus sulfidivorans
blythe_2019_sw_WHONDRS-S19S_0092_F_bin.21,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__M0103;s__
blythe_2019_sw_WHONDRS-S19S_0092_F_bin.3,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__Azonexus sp016790885
blythe_2019_sw_WHONDRS-S19S_0092_F_bin.5,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Aquabacterium;s__
blythe_2019_sw_WHONDRS-S19S_0092_F_bin.6,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__
blythe_2019_sw_WHONDRS-S19S_0092_F_bin.7,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Agitococcus;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.100,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__UBA1568;g__UBA1568;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.102,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__Zambryskibacteraceae;g__JAHFLV01;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.104,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__PJMF01;g__UBA9650;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.107,d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Chromulinivoraceae;g__JACPFN01;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.109,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA918;g__;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.11,d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Peribacterales;f__Peribacteraceae;g__JACRIG01;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.120,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__PALSA-1337;g__JAGOVB01;s__JAGOVB01 sp018060945
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.129,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__Zambryskibacteraceae;g__;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.14,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__CAIOMD01;g__;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.141,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__Aquirickettsiella;s__Aquirickettsiella isopodorum
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.15,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA5272;g__UBA11704;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.17,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__GWA2-44-7;f__UBA8517;g__;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.19,d__Bacteria;p__Patescibacteria;c__ABY1;o__SG8-24;f__UBA9934;g__JAGORL01;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.22,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__;f__;g__;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.26,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA9973;g__MFUC01;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.29,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA9973;g__UBA8515;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.3,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__CSBR16-119;g__;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.34,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA9655;f__UBA9655;g__UBA9655;s__UBA9655 sp017992885
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.37,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA9973;g__CALRHK01;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.40,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.43,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__JACPYF01;g__;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.44,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__UBA1568;g__UBA1568;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.48,d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__Obscuribacter;s__Obscuribacter sp016718315
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.54,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Fluviicola;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.55,d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae;g__Rhabdochlamydia;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.57,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA9973;g__UBA4124;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.58,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__AWTP1-31;g__;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.60,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA918;g__OLB19;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.61,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2103;g__C7867-001;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.63,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Levybacterales;f__UBA12049;g__JAKAMH01;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.7,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA5272;g__UBA11704;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.70,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Daviesbacterales;f__UBA10151;g__;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.72,d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__RVW-14;g__;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.76,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Aquabacterium;s__Aquabacterium sp017994835
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.78,d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__Ga0077546;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.87,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA9973;g__JAGOTH01;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.88,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1406;f__GWC2-37-13;g__JACOTV01;s__JACOTV01 sp016699265
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.89,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.91,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__JACPYF01;g__;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.92,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.95,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__Zambryskibacteraceae;g__C7867-006;s__
erpe_2019_sw_WHONDRS-S19S_0045_A_bin.97,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__UBA1568;g__UBA1568;s__
erpe_2019_sw_WHONDRS-S19S_0045_B_bin.100,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA9973;g__MFUC01;s__
erpe_2019_sw_WHONDRS-S19S_0045_B_bin.103,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA9973;g__UBA8515;s__
erpe_2019_sw_WHONDRS-S19S_0045_B_bin.105,d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Peribacterales;f__Peribacteraceae;g__;s__
erpe_2019_sw_WHONDRS-S19S_0045_B_bin.11,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__Zambryskibacteraceae;g__JAHFLV01;s__
erpe_2019_sw_WHONDRS-S19S_0045_B_bin.110,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__;f__;g__;s__
erpe_2019_sw_WHONDRS-S19S_0045_B_bin.111,d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__Obscuribacter;s__Obscuribacter sp016718315
erpe_2019_sw_WHONDRS-S19S_0045_B_bin.115,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__
erpe_2019_sw_WHONDRS-S19S_0045_B_bin.117,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__J119;g__;s__
erpe_2019_sw_WHONDRS-S19S_0045_B_bin.119,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA9655;f__UBA9655;g__UBA9655;s__UBA9655 sp017992885
erpe_2019_sw_WHONDRS-S19S_0045_B_bin.12,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__UBA1568;g__UBA1568;s__
erpe_2019_sw_WHONDRS-S19S_0045_B_bin.120,d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae;g__Rhabdochlamydia;s__
erpe_2019_sw_WHONDRS-S19S_0045_B_bin.122,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__XYD1-FULL-46-19;g__JAGORB01;s__
erpe_2019_sw_WHONDRS-S19S_0045_B_bin.124,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__
erpe_2019_sw_WHONDRS-S19S_0045_B_bin.127,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1406;f__GWC2-37-13;g__;s__
erpe_2019_sw_WHONDRS-S19S_0045_B_bin.129,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__CAILAD01;f__CAILAD01;g__;s__
erpe_2019_sw_WHONDRS-S19S_0045_B_bin.130,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA918;g__;s__
erpe_2019_sw_WHONDRS-S19S_0045_B_bin.132,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__Aquirickettsiella;s__Aquirickettsiella isopodorum
erpe_2019_sw_WHONDRS-S19S_0045_B_bin.139,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Levybacterales;f__UBA12049;g__;s__
erpe_2019_sw_WHONDRS-S19S_0045_B_bin.140,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Aquabacterium;s__Aquabacterium sp017994835
erpe_2019_sw_WHONDRS-S19S_0045_B_bin.143,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__UBA1568;g__UBA1568;s__
erpe_2019_sw_WHONDRS-S19S_0045_B_bin.146,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__CSBR16-119;g__;s__
erpe_2019_sw_WHONDRS-S19S_0045_B_bin.148,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA918;g__OLB19;s__
erpe_2019_sw_WHONDRS-S19S_0045_B_bin.149,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__PJMF01;g__UBA9650;s__
